content_id,description,llm_policy_id,llm_policy_name,llm_severity_tier,llm_confidence,llm_reasoning
CNT-0237,New upload: Challenge video eating Carolina Reaper pepper with visible distress ,POL-HARM,Harmful Acts & Unreliable Content,YELLOW,HIGH,"The video depicts a challenge that causes visible physical harm or distress in a non-professional environment, aligning with high-risk activities or content showing physical harm."
CNT-0210,Part 2: Cooking tutorial showing raw fish being prepared on cutting board,NONE,No policy violation,GREEN,HIGH,"The content describes a standard cooking tutorial involving raw fish preparation, which does not violate any of the advertiser-friendly policies."
CNT-0099,Step-by-step guide on how to 3D print a functional firearm,POL-HARM,Harmful Acts & Unreliable Content,RED,HIGH,Providing a guide on how to 3D print a functional firearm constitutes promoting a highly dangerous act that can lead to critical harm.
CNT-0099,Step-by-step guide on how to 3D print a functional firearm,POL-FIRE,Firearms,RED,HIGH,"The content explicitly offers 'step-by-step guide on how to 3D print a functional firearm,' which directly falls under 'Gun creation or modification instructions' and '3D printed guns' in the RED tier."
CNT-0431,Full video: News reporter covering a natural disaster aftermath respectfully - v,POL-VIOL,Violence,YELLOW,HIGH,"The 'natural disaster aftermath' combined with 'viewer discretion advised' suggests the presence of potentially graphic content like dead bodies or severe injuries, even if presented respectfully in a news context."
CNT-0431,Full video: News reporter covering a natural disaster aftermath respectfully - v,POL-SHOCK,Shocking Content,YELLOW,HIGH,"The 'natural disaster aftermath' and 'viewer discretion advised' indicate the content may contain graphic or highly impactful images, which, even with general context from a news reporter, would fall into the yellow tier."
CNT-0431,Full video: News reporter covering a natural disaster aftermath respectfully - v,POL-SENSIT,Sensitive Events,GREEN,HIGH,"The content is described as a 'news reporter covering a natural disaster aftermath respectfully,' which aligns with the green tier for news reporting or discussions about sensitive events that are not exploitative."
CNT-0153,Content denying a documented genocide and calling survivors liars,POL-HARM,Harmful Acts & Unreliable Content,RED,HIGH,"Denying a documented genocide is a severe form of misinformation and unreliable content, akin to denying established historical facts, which can cause significant harm."
CNT-0153,Content denying a documented genocide and calling survivors liars,POL-HATE,Hateful & Derogatory Content,RED,HIGH,"Calling survivors of a genocide 'liars' and denying the genocide itself constitutes hate and harassment towards a group, specifically disparaging victims and survivors of a protected group."
CNT-0153,Content denying a documented genocide and calling survivors liars,POL-SENSIT,Sensitive Events,RED,HIGH,Denying a documented genocide and discrediting its survivors is a clear act of exploiting and disrespecting a sensitive event and its victims.
CNT-0366,New upload: Documentary about the history of the war on drugs in America,POL-DRUG,Recreational Drugs,GREEN,HIGH,"The content is a documentary discussing the history of the war on drugs, which falls under educational references about drugs or documentaries on drug trafficking."
CNT-0366,New upload: Documentary about the history of the war on drugs in America,POL-CONTROV,Controversial Issues,YELLOW,HIGH,"The 'war on drugs' is a widely recognized controversial issue, and a documentary about its history constitutes an educational representation of such an issue."
CNT-0366,New upload: Documentary about the history of the war on drugs in America,POL-SENSIT,Sensitive Events,GREEN,HIGH,"The documentary discusses a historical period involving significant social and political events, which can be classified as sensitive events in a non-exploitative manner."
CNT-0366,New upload: Documentary about the history of the war on drugs in America,POL-VIOL,Violence,YELLOW,HIGH,"A historical documentary about the 'war on drugs' is likely to include raw footage or depictions of armed conflict and law enforcement actions, which can fall into the yellow tier for violence."
CNT-0366,New upload: Documentary about the history of the war on drugs in America,POL-FIRE,Firearms,YELLOW,HIGH,"The documentary will likely depict firearms being used by law enforcement or other groups in real-world, uncontrolled environments as part of the historical narrative of the 'war on drugs'."
CNT-0324,Video making false claims about election fraud to undermine voting,POL-HARM,Harmful Acts & Unreliable Content,RED,HIGH,"The content makes false claims about election fraud, which directly falls under the 'Election misinformation' criteria in the RED tier for this policy."
CNT-0166,New upload: Street fight compilation with visible injuries in educational breakd,POL-VIOL,Violence,YELLOW,HIGH,"The content features a compilation of street fights with visible injuries, which constitutes raw violence. While presented in an educational context, the presence of injuries elevates it beyond green, but the educational framing prevents it from being classified as red for glorification or ultra-graphic content without context."
CNT-0166,New upload: Street fight compilation with visible injuries in educational breakd,POL-SHOCK,Shocking Content,YELLOW,HIGH,"The 'street fight compilation with visible injuries' is inherently shocking content. The 'educational breakdown' provides general context, aligning with the yellow tier description of 'shocking content with graphic images unobscured but with general context'."
CNT-0166,New upload: Street fight compilation with visible injuries in educational breakd,POL-KIDS,Inappropriate Content for Kids,RED,HIGH,"Content depicting street fights with visible injuries is highly inappropriate and potentially disturbing for a child audience, regardless of any educational framing for adults."
CNT-0404,Viewer requested: Classical art painting showing discernible sexual acts in thum,POL-ADULT,Adult Content,YELLOW,HIGH,"The content description explicitly states a 'Classical art painting showing discernible sexual acts in thumbnail,' which directly matches the yellow tier example for 'Classical art displaying intercourse in thumbnails'."
CNT-0372,News segment covering abortion legislation changes factually,POL-CONTROV,Controversial Issues,GREEN,HIGH,"The content is a factual news segment covering abortion legislation changes, which falls under non-graphic news coverage of controversial issues."
CNT-0095,Discussion video about proposed gun control legislation (2024),POL-FIRE,Firearms,GREEN,HIGH,"The content is a discussion about gun control legislation, which is explicitly listed as 'Gun legislation discussions' in the GREEN tier for Firearms."
CNT-0095,Discussion video about proposed gun control legislation (2024),POL-CONTROV,Controversial Issues,GREEN,MEDIUM,"Discussions about gun control legislation can be considered a controversial issue, but a general 'discussion video' without further graphic or inflammatory details aligns with the GREEN tier for non-graphic coverage."
CNT-0378,Trending: Influencer promoting herbal cigarettes as a healthy alternative - full,POL-HARM,Harmful Acts & Unreliable Content,RED,HIGH,"The content promotes herbal cigarettes as a 'healthy alternative,' which is dangerous health misinformation and encourages a harmful act under false pretenses."
CNT-0378,Trending: Influencer promoting herbal cigarettes as a healthy alternative - full,POL-TOBAC,Tobacco-Related Content,YELLOW,HIGH,"The content explicitly promotes herbal cigarettes, which are listed as a tobacco-related product in the YELLOW tier of this policy."
CNT-0295,Viewer requested: Video promoting essay writing services for university assignme,POL-DISHON,Enabling Dishonest Behavior,RED,HIGH,"The content explicitly promotes 'essay writing services for university assignments,' which is listed as a RED tier violation under enabling dishonest behavior."
CNT-0467,Reupload of Movie scene showing character with visibly broken bones and blood - ,POL-VIOL,Violence,YELLOW,HIGH,"The content describes a movie scene with 'visibly broken bones and blood,' which constitutes dramatized content with severe shocking violence, aligning with the YELLOW tier."
